"year","state_po","district","totalvotes","DEMOCRAT","OTHER","REPUBLICAN","Cycle.Year","Level","Seats","Institution","Institution.Note","Party.Control","Governor","Governor.Role","Upper.House","Upper.House.Role","Lower.House","Lower.House.Role","Court.Action","Passed","Start.Date","End.Date","Plan.Status","Drawn.by","Party.drawing","SHPsource","GeoJSON","ZIP","PDF","Election.Cutoff","Inactive","redistricting_methods","changed","legislature","partisan","independent_commission","court","mid_term","dem_margin"
2010,"PA",13,210697,118710,0,91987,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2010-11-01",FALSE,2,1,1,1,0,0,1,12.683142142508
2010,"PA",14,177470,122073,5400,49997,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2010-11-01",FALSE,2,1,1,1,0,0,1,40.6130613624838
2010,"PA",15,204548,79766,15248,109534,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2010-11-01",FALSE,2,1,1,1,0,0,1,-14.5530633396562
2010,"PA",16,205107,70994,0,134113,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2010-11-01",FALSE,2,1,1,1,0,0,1,-30.7736937305894
2010,"PA",17,213486,118486,0,95000,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2010-11-01",FALSE,2,1,1,1,0,0,1,11.0011897735683
2010,"PA",18,240446,78558,0,161888,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2010-11-01",FALSE,2,1,1,1,0,0,1,-34.656430134001
2010,"PA",19,229756,53549,10988,165219,2000,"Congress",19,"Legislature","","Republican","R","","21 D, 29 R","","98 D, 104 R","","rejected challenge to leg. map","2002-04-18","2002-04-18","2011-12-22","Superseded","Legislature","Republican","http://aws.redistricting.state.pa.us/Redistricting/Resources/GISData/Districts/Congressional/2001/SHAPE/PA-Congressional-Districts-2010.zip","pa_2000_congress_2002-04-18_2011-12-22.json","pa_2000_congress_2002-04-18_2011-12-22.zip","pa_2000_congress_2002-04-18_2011-12-22.pdf","2010-11-01",FALSE,2,1,1,1,0,0,1,-48.6037361374676
2010,"RI",1,160814,81269,8003,71542,2000,"Congress",2,"Legislature","Vetoproof","Democratic","R","","43 D, 7 R","","87 D, 13 R","","","2002-06-28","2002-06-28","2012-02-08","Superseded","Legislature","Democratic","","ri_2000_congress_2002-06-28_2012-02-08.json","ri_2000_congress_2002-06-28_2012-02-08.zip","ri_2000_congress_2002-06-28_2012-02-08.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,6.04860273359285
2010,"RI",2,174670,104442,14819,55409,2000,"Congress",2,"Legislature","Vetoproof","Democratic","R","","43 D, 7 R","","87 D, 13 R","","","2002-06-28","2002-06-28","2012-02-08","Superseded","Legislature","Democratic","","ri_2000_congress_2002-06-28_2012-02-08.json","ri_2000_congress_2002-06-28_2012-02-08.zip","ri_2000_congress_2002-06-28_2012-02-08.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,28.0717925230435
2010,"SC",1,233695,67008,13932,152755,2000,"Congress",6,"Legislature","","Split","D","","21 D, 25 R","","53 D, 71 R","","court drew map (not legislature)","2002-03-20","2002-03-20","2011-10-28","Superseded","Federal court","n/a","http://rfa.sc.gov/files/con2002av.zip","sc_2000_congress_2002-03-20_2011-10-28.json","sc_2000_congress_2002-03-20_2011-10-28.zip","sc_2000_congress_2002-03-20_2011-10-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-36.6918419307217
2010,"SC",2,259672,113625,7186,138861,2000,"Congress",6,"Legislature","","Split","D","","21 D, 25 R","","53 D, 71 R","","court drew map (not legislature)","2002-03-20","2002-03-20","2011-10-28","Superseded","Federal court","n/a","http://rfa.sc.gov/files/con2002av.zip","sc_2000_congress_2002-03-20_2011-10-28.json","sc_2000_congress_2002-03-20_2011-10-28.zip","sc_2000_congress_2002-03-20_2011-10-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-9.71841399919899
2010,"SC",3,202108,66497,9376,126235,2000,"Congress",6,"Legislature","","Split","D","","21 D, 25 R","","53 D, 71 R","","court drew map (not legislature)","2002-03-20","2002-03-20","2011-10-28","Superseded","Federal court","n/a","http://rfa.sc.gov/files/con2002av.zip","sc_2000_congress_2002-03-20_2011-10-28.json","sc_2000_congress_2002-03-20_2011-10-28.zip","sc_2000_congress_2002-03-20_2011-10-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-29.5574643260039
2010,"SC",4,216838,62438,16814,137586,2000,"Congress",6,"Legislature","","Split","D","","21 D, 25 R","","53 D, 71 R","","court drew map (not legislature)","2002-03-20","2002-03-20","2011-10-28","Superseded","Federal court","n/a","http://rfa.sc.gov/files/con2002av.zip","sc_2000_congress_2002-03-20_2011-10-28.json","sc_2000_congress_2002-03-20_2011-10-28.zip","sc_2000_congress_2002-03-20_2011-10-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-34.656287182136
2010,"SC",5,228286,102296,156,125834,2000,"Congress",6,"Legislature","","Split","D","","21 D, 25 R","","53 D, 71 R","","court drew map (not legislature)","2002-03-20","2002-03-20","2011-10-28","Superseded","Federal court","n/a","http://rfa.sc.gov/files/con2002av.zip","sc_2000_congress_2002-03-20_2011-10-28.json","sc_2000_congress_2002-03-20_2011-10-28.zip","sc_2000_congress_2002-03-20_2011-10-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-10.310750549749
2010,"SC",6,199590,125459,1470,72661,2000,"Congress",6,"Legislature","","Split","D","","21 D, 25 R","","53 D, 71 R","","court drew map (not legislature)","2002-03-20","2002-03-20","2011-10-28","Superseded","Federal court","n/a","http://rfa.sc.gov/files/con2002av.zip","sc_2000_congress_2002-03-20_2011-10-28.json","sc_2000_congress_2002-03-20_2011-10-28.zip","sc_2000_congress_2002-03-20_2011-10-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,26.4532291196954
2010,"SD",0,319426,146589,19134,153703,2000,"Congress",1,"n/a","","n/a","n/a","","n/a","","n/a","","","","2001-12-31","2001-12-31","n/a","n/a","n/a","","","","","2010-11-01",FALSE,1,0,0,0,0,0,1,-2.22711989631401
2010,"TN",1,152161,26045,3110,123006,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,-63.7226358922457
2010,"TN",2,173380,25400,6184,141796,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,-67.1334640673665
2010,"TN",3,162056,45387,24637,92032,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,-28.7832601076171
2010,"TN",4,182191,70254,7968,103969,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,-18.5053048723592
2010,"TN",5,176362,99162,2996,74204,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,14.1515746022386
2010,"TN",6,191084,56145,6422,128517,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,-37.8744426534927
2010,"TN",7,219583,54347,6320,158916,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,-47.6216282681264
2010,"TN",8,167405,64960,3686,98759,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,-20.1899584839163
2010,"TN",9,134907,99827,1201,33879,2000,"Congress",9,"Legislature","","Split","R","","18 D, 15 R","","57 D, 41 R","","","2002-01-17","2002-01-17","2012-01-26","Superseded","Legislature","Split","","tn_2000_congress_2002-01-17_2012-01-26.json","tn_2000_congress_2002-01-17_2012-01-26.zip","tn_2000_congress_2002-01-17_2012-01-26.pdf","2010-11-01",FALSE,1,0,1,1,0,0,1,48.8840460465358
2010,"TX",1,144209,0,14811,129398,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-89.7294898376662
2010,"TX",2,146731,0,16711,130020,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-88.6111319353102
2010,"TX",3,152652,47848,3624,101180,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-34.9369808453214
2010,"TX",4,186286,40975,8973,136338,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-51.1917159636258
2010,"TX",5,151349,41649,2958,106742,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-43.0085431684385
2010,"TX",6,162557,50717,4700,107140,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-34.7096710692249
2010,"TX",7,176378,0,32723,143655,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-81.4472326480627
2010,"TX",8,201099,34694,4988,161417,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-63.0152313039846
2010,"TX",9,105767,80107,1459,24201,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,52.8576966350563
2010,"TX",10,224171,74086,5105,144980,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-31.6249648705676
2010,"TX",11,155340,23989,5770,125581,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-65.3997682502897
2010,"TX",12,152917,38434,4601,109882,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-46.7233858890771
2010,"TX",13,130043,0,16842,113201,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-87.0488992102612
2010,"TX",14,185054,44431,0,140623,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-51.9805029883169
2010,"TX",15,96080,53546,2570,39964,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,14.1361365528726
2010,"TX",16,84892,49301,4540,31051,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,21.4979032182067
2010,"TX",17,172642,63138,2808,106696,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-25.2302452473906
2010,"TX",18,121321,85108,3146,33067,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,42.8952943018933
2010,"TX",19,136358,25984,4315,106059,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-58.7240939292157
2010,"TX",20,92185,58645,1783,31757,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,29.1674350490861
2010,"TX",21,236545,65927,7694,162924,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-41.0057282969414
2010,"TX",22,208223,62082,5604,140537,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-37.6783544565202
2010,"TX",23,151534,67348,9333,74853,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-4.95268388612457
2010,"TX",24,122687,0,22609,100078,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,-81.5718046736818
2010,"TX",25,189247,99967,4431,84849,2000,"Congress",32,"Legislature","","Republican","R","","19 R, 12 D","","64 D, 86 R","","court drew map (not legislature)","2006-08-04","2006-08-04","2012-02-28","Superseded","Federal court","n/a","https://data.capitol.texas.gov/dataset/c813af38-3eff-4f53-bf8f-dd304b548068/resource/1a0cec4b-ff6d-4bf0-a176-6e204a719021/download/planc100.zip","tx_2000_congress_2006-08-04_2012-02-28.json","tx_2000_congress_2006-08-04_2012-02-28.zip","tx_2000_congress_2006-08-04_2012-02-28.pdf","2010-11-01",FALSE,2,1,0,0,0,1,1,7.98850179923592
